CRSH_NUM,CAL_YR,EVNT_CRSH_DT,EVNT_CRSH_TM,DAYOWEEK,MANDIST,CONTYDOT,RDWYID,LOCMP,LOCNODE,LOCDIST,LOCMEACD,LOCDIRCD,EVNT_ON_RD_NM,EVNT_INTCT_RD_NM,DISTINTS,MEAINTCD,DIRINTCD,ROUTEID,USRTNO,CONTYDMV,DHSCTYNO,EVNT_CTY_PLCE_NM,EVNT_CTY_LMT_CD,ACCISEV,TYP_DR_ACDNT_CD,FRST_HARM_EVNT_CD,IMPCT_TYP_CD,FRST_HARM_LOC_CD,JCT_CD,INTCHG_CD,ACCSIDRD,ACCLANE,DHSRDSYS,TYPESHLD,INTCT_TYP_CD,RD_SRFC_COND_CD,LGHT_COND_CD,EVNT_WTHR_COND_CD,SCHL_BUS_REL_CD,WRK_ZONE_REL_CD,LOC_WTHN_ZONE_CD,WRK_ZONE_TYP_CD,WRK_PRSNT_CD,LAW_ENFRC_PRSNT_CD,FRST_RD_COND_CD,SCND_RD_COND_CD,THRD_RD_COND_CD,FRST_ENVRN_COND_CD,SCND_ENVRN_COND_CD,THRD_ENVRN_COND_CD,V1_TRAF_CTRL_CD,V2_TRAF_CTRL_CD,ALCINVCD,FAHWYSYS,FUNCLASS,CRRATECD,RDACCESS,PLACECD,SURWIDTH,SHLDTYPE,SHLDTYP2,SHLDTYP3,SLDWIDTH,SHLDWTH2,SHLDWTH3,MEDWIDTH,HRZDGCRV,MAXSPEED,TYPEPARK,SECTADT,AVGTFACT,SKTRESNM,V1_MOST_HARM_EVNT_CD,V1_HARM_EVNT_SQ01_CD,V1_VHCL_BDY_TYP_CD,V1_VHCL_SPCL_FNC_CD,V1_CMRC_USE_CD,V1_CMRC_VEH_CNFIG_CD,V1_CARY_BDY_TYP_CD,V1_CMRC_VEH_WT_CD,V1_POINTIMP,V1_VHCL_MOVE_CD,V1_TRAVDIR,V1_FRST_DR_ACTN_CD,V1_AGE3,V1_SUSP_ALC_USE_CD,V1_SUSP_DRUG_USE_CD,V2_MOST_HARM_EVNT_CD,V2_HARM_EVNT_SQ01_CD,V2_VHCL_BDY_TYP_CD,V2_VHCL_SPCL_FNC_CD,V2_CMRC_USE_CD,V2_CMRC_VEH_CNFIG_CD,V2_CARY_BDY_TYP_CD,V2_CMRC_VEH_WT_CD,V2_POINTIMP,V2_VHCL_MOVE_CD,V2_TRAVDIR,V2_FRST_DR_ACTN_CD,V2_AGE3,V2_SUSP_ALC_USE_CD,V2_SUSP_DRUG_USE_CD,TOT_CRSH_DMG_AMT,TOT_VHCL_DMG_AMT,TOT_PROP_DMG_AMT,TOT_OF_PERS_NUM,TOT_OF_DR_NUM,TOT_OF_VHCL_NUM,TOT_OF_FATL_NUM,TOT_OF_INJR_NUM,TOTSEVREINJ_NUM,TOTNONTRAFFATL_NUM,TOT_OF_PEDST_NUM,TOTOF_PEDLCYCL_NUM,EVNT_LAT_NUM,EVNT_LONG_NUM,CAR_LAT_NUM,CAR_LONG_NUM,RUN.DATE,RUN.TIME,OPT,PROGRAM,Vehicle_code
834664080,2012,8/27/2012,0,1,1,16,16320000,24.428,753,1.794,MI,E,"""SR400 (I4)                                        ""","""CR-557                                            """,2,MI,E,SR  400 ,I     4 ,5,0,"""UNINCORPORATED (DAVENPORT)      """,1,1,1,14,3,1,1,1,L,3,1,1,1,2,5,3,1,1,0,0,0,0,10,0,0,2,0,0,1,1,0,5,1,2,1,NA,36,2,5,NA,8,3,0,305,0D2000,70,0,77500,15.7,35,14,14,1,1,0,0,0,0,0,1,W,29,48,1,1,14,14,20,1,4,2,1,2,0,1,W,1,48,1,1,10000,10000,0,3,2,2,0,0,0,0,0,0,0,0,28.1938634,81.7138162,8/28/2017,10:41:56,1,CARPJ126,
834667640,2012,8/16/2012,0,4,1,16,16320101,0.419,1555,0,  ,NA,"""I-4 (WB) OFF RAMP                                 ""","""US HWY 27 (SB)                                    """,0,FT,NA,SR  400 ,I     4 ,5,0,"""UNINCORPORATED                  """,1,3,1,14,1,1,14,1,L,X,1,1,1,2,1,2,1,1,0,0,0,0,1,0,0,1,0,0,5,5,0,NA,NA,8,NA,NA,37,8,NA,NA,2,0,0,NA,      ,   ,NA,15500,14,0,14,14,1,1,0,0,0,0,0,15,W,77,20,1,1,14,14,20,1,1,4,88,3,0,13,W,1,38,1,1,6100,6100,0,2,2,2,0,1,0,0,0,0,0,0,28.2351726,81.6517499,8/28/2017,10:41:56,1,CARPJ126,
834672460,2012,9/10/2012,0,1,1,16,16170000,1.04,2317,0,  ,NA,"""SR 25 (HWY 27)                                    ""","""AVON PARK CUTOFF RD                               """,0,FT,NA,SR   25 ,US   27 ,5,0,"""UNINCORPORATED FROSTPROOF       """,1,2,1,14,1,1,3,1,R,2,2,1,2,2,1,3,1,1,0,0,0,0,10,0,0,2,0,0,5,5,0,5,2,26,3,NA,24,1,3,NA,5,7,0,40,      ,65,0,17600,19,34,14,14,1,1,0,0,0,0,0,14,S,2,29,1,1,14,14,20,1,0,0,0,3,0,13,S,1,37,1,1,1000,1000,0,6,2,2,0,4,0,0,0,0,0,0,27.6589913,81.5398946,8/28/2017,10:41:56,1,CARPJ126,
834686510,2012,12/12/2012,0,3,1,16,16030000,23.348,86,0,  ,NA,"""US HIGHWAY 17                                     ""","""BOMBER ROAD                                       """,0,FT,NA,SR  555 ,US   17 ,5,0,"""(UNINCORPORATED) BARTOW         """,1,1,1,14,1,1,2,1,R,2,2,2,3,2,1,2,1,1,0,0,0,0,10,0,0,1,0,0,5,5,0,5,14,23,3,NA,24,1,3,NA,4,8,0,41,      ,60,NA,15600,8.3,35,14,14,3,1,0,0,0,0,0,1,N,2,57,1,1,14,14,20,1,1,2,1,2,0,1,N,1,69,1,1,1500,1500,0,2,2,2,0,0,0,0,0,0,0,0,27.9579901,81.7809759,8/28/2017,10:41:56,1,CARPJ126,
834686910,2012,11/15/2012,0,4,1,16,16210000,13.969,3735,0.419,MI,N,"""SR-35                                             ""","""LAKELAND ACRES RD                                 """,0.5,MI,N,SR   35 ,US   98 ,5,0,"""UNINCORPORATED (LAKELAND)       """,1,3,1,14,4,1,4,1,L,1,3,2,1,2,3,4,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,5,2,18,3,NA,24,1,3,NA,4,8,0,NA,      ,60,0,8800,19.9,47,14,14,1,1,0,0,0,0,0,3,N,6,69,1,1,14,14,20,1,2,4,1,3,0,1,N,1,38,1,1,4500,4500,0,2,2,2,0,1,0,0,0,0,0,0,28.2242334,82.0284671,8/28/2017,10:41:56,1,CARPJ126,
835005850,2012,8/28/2012,1453,2,1,16,16060000,0.521,1237,0,  ,NA,"""US HIGHWAY 98 NORTH                               ""","""US HIGHWAY 98 EAST VAN FLEET                      """,0,FT,NA,SR   35 ,        ,5,32,"""BARTOW                          """,2,1,2,14,3,1,2,2,L,1,2,3,2,1,1,2,1,2,4,4,88,1,4,1,0,1,0,0,5,5,0,6,17,30,3,85,36,6,NA,NA,2,0,0,23,      ,35,1,11800,12.3,39,14,14,16,1,0,0,0,0,11,1,S,1,75,1,1,14,14,20,1,0,0,0,0,1,3,S,6,0,88,88,1501,1501,0,2,2,2,0,0,0,0,0,0,0,0,27.9039767,81.8433257,8/28/2017,10:41:56,1,CARPJ126,
835006520,2012,12/10/2012,1040,1,1,16,16030000,17.918,68,0,  ,NA,"""US 17 S                                           ""","""MAIN ST                                           """,0,FT,NA,SR   35 ,US   17 ,5,32,"""BARTOW                          """,2,2,1,14,1,1,1,1,R,1,2,3,2,1,1,2,1,1,0,0,0,0,1,0,0,1,0,0,5,5,0,5,14,20,3,85,24,6,NA,NA,2,0,0,18,1D3000,35,1,23000,10.3,36,14,14,1,1,0,0,0,0,8,1,N,1,53,1,1,14,14,20,1,0,0,0,0,1,1,N,10,41,1,1,801,801,0,2,2,2,0,1,0,0,0,0,0,0,27.8967917,81.8286467,8/28/2017,10:41:56,1,CARPJ126,
128711640,2012,7/23/2012,1225,1,1,16,16020000,18.418,3486,0.212,MI,E,"""US HWY 1792                                       ""","""                                                  """,1121,FT,E,SR  600 ,US   17 ,5,48,"""LAKE ALFRED                     """,2,1,1,14,3,4,1,1,I,M,2,2,1,1,1,2,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,5,14,23,3,NA,24,1,3,NA,5,12,0,40,1D54  ,60,1,15100,9.1,34,14,14,20,1,0,0,0,0,21,10,S,2,49,1,1,14,14,1,1,0,0,0,0,2,1,W,1,34,1,1,8000,8000,0,2,2,2,0,0,0,0,0,0,0,0,28.1056791,81.6885418,8/28/2017,10:41:56,1,CARPJ126,
128711670,2012,9/10/2012,2121,1,1,16,16020000,14.517,864,0.042,MI,E,"""US  HIGHWAY 1792                                  ""","""                                                  """,222,FT,E,SR  600 ,US   17 ,5,48,"""LAKE ALFRED                     """,2,2,1,14,4,1,1,1,R,1,2,3,1,2,4,2,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,5,14,30,3,1100,33,6,NA,NA,2,0,0,17,5D00  ,45,1,28000,8.7,47,14,1,20,1,1,4,3,3,10,6,E,2,56,1,1,14,14,1,1,0,0,0,0,2,1,E,1,43,1,1,1500,1500,0,2,2,2,0,1,0,0,0,0,0,0,28.0766327,81.7309132,8/28/2017,10:41:56,1,CARPJ126,
128717100,2012,8/29/2012,430,3,1,16,16000000,0,NA,0,  ,NA,"""E POMELO STREET                                   ""","""N SEMINOLE AVENUE                                 """,0,FT,E,        ,        ,5,48,"""LAKE ALFRED                     """,2,2,1,34,77,3,3,1,R,S,5,3,2,2,4,2,1,1,0,0,0,0,1,0,0,1,0,0,6,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,      ,   ,NA,NA,0,0,34,34,20,1,1,2,3,2,21,5,S,2,47,1,1,NA,  ,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,   ,  ,  ,200,0,200,2,1,1,0,1,0,0,0,0,0,0,28.093152,81.728144,8/28/2017,10:41:56,1,CARPJ126,
809807200,2012,7/23/2012,1345,1,1,16,16000000,0,NA,0,  ,NA,"""PROGRESS RD                                       ""","""DAIRY RD                                          """,100,FT,W,        ,        ,5,30,"""AUBURNDALE                      """,2,1,1,14,77,1,1,1,NA,NA,5,2,1,2,1,3,1,1,0,0,0,0,1,0,0,1,0,0,6,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,      ,   ,NA,NA,0,0,14,14,20,1,1,4,3,0,21,4,W,4,38,1,1,14,14,1,1,0,0,0,4,14,13,E,1,30,1,1,1000,1000,0,2,2,2,0,0,0,0,0,0,0,0,28.07099,81.776627,8/28/2017,10:41:56,1,CARPJ126,
809807390,2012,9/29/2012,1825,6,1,16,16020000,10.954,849,0,  ,NA,"""SR 600                                            ""","""BENNETT ST                                        """,0,FT,NA,SR  600 ,US   92 ,5,30,"""AUBURNDALE                      """,2,2,1,14,1,1,3,1,R,3,3,3,2,1,1,2,1,1,0,0,0,0,1,0,0,1,0,0,1,5,0,5,14,30,3,65,36,6,NA,NA,2,0,0,17,      ,45,1,30000,6.1,33,14,14,20,1,1,6,6,3,1,1,E,2,54,1,1,14,14,1,1,0,0,0,4,8,14,E,  ,   ,  ,  ,1000,1000,0,3,1,2,0,2,0,0,0,0,0,0,28.0585729,81.78439,8/28/2017,10:41:56,1,CARPJ126,
809808780,2012,6/5/2012,1410,2,1,16,16000000,0,NA,0,  ,NA,"""STATE ROAD 559                                    ""","""                                                  """,0,FT,NA,        ,        ,5,30,"""AUBURNDALE                      """,2,1,1,14,77,2,1,1,U,U,9,3,1,2,1,3,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,      ,   ,NA,NA,0,0,14,14,20,1,1,6,77,3,21,4,N,4,62,1,1,14,14,20,1,1,6,77,3,14,8,0,1,43,1,1,1000,1000,0,2,2,2,0,0,0,0,0,0,0,0,0,0,8/28/2017,10:41:56,1,CARPJ126,
809809410,2012,8/22/2012,1520,3,1,16,16000000,0,NA,0,  ,NA,"""SR 559                                            ""","""                                                  """,0,FT,NA,        ,        ,5,30,"""AUBURNDALE                      """,2,1,1,15,5,2,1,1,U,U,9,1,1,2,1,3,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,      ,   ,NA,NA,0,0,15,15,20,1,1,6,3,3,21,5,O,6,43,1,1,14,14,20,1,1,6,3,3,13,8,O,  ,   ,  ,  ,1000,1000,0,1,1,2,0,0,0,0,0,0,0,0,0,0,8/28/2017,10:41:56,1,CARPJ126,
816970790,2012,4/20/2012,1540,5,1,16,16110000,30.138,1229,0,  ,NA,"""S.R.60 E                                          ""","""1ST STREET & S.R.60 E                             """,2,FT,W,SR   60 ,        ,5,54,"""LAKE WALES                      """,2,1,1,14,5,1,2,2,L,1,2,1,2,2,1,3,1,1,0,0,0,0,10,10,10,1,0,0,5,5,0,5,14,20,3,1160,24,6,NA,NA,2,0,0,18,5D0000,40,1,20200,20.6,38,14,14,20,1,1,5,1,4,18,1,W,11,47,1,1,0,14,1,1,0,0,0,4,2,1,S,1,51,1,1,1200,1200,0,2,2,2,0,0,0,0,0,0,0,0,27.8946033,81.5894762,8/28/2017,10:41:56,1,CARPJ126,
816972030,2012,11/14/2012,730,3,1,16,16130000,1.175,1302,0,  ,NA,"""STATE ROAD 60                                     ""","""12 TH STREET                                      """,0,FT,NA,SR   60 ,        ,5,54,"""LAKE WALES                      """,2,1,1,14,1,1,1,1,L,1,3,3,1,1,2,4,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,5,14,20,3,1160,26,6,NA,NA,2,0,0,15,      ,45,1,21500,17.1,33,14,14,20,1,1,6,3,2,14,1,W,12,44,1,1,14,14,3,1,0,0,0,4,8,1,W,1,72,1,1,700,700,0,2,2,2,0,0,0,0,0,0,0,0,27.8939144,81.5623841,8/28/2017,10:41:56,1,CARPJ126,
819555440,2012,7/3/2012,1245,2,1,16,16130000,20.34,1331,0.292,MI,W,"""SR60                                              ""","""CR630                                             """,2,MI,E,SR   60 ,        ,5,0,"""                                """,1,1,1,14,3,1,1,1,L,S,3,2,1,1,1,2,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,5,2,18,3,NA,24,1,3,NA,5,7,0,NA,      ,55,0,6900,36.8,45,14,14,20,1,1,6,1,3,4,1,W,2,27,1,1,14,14,19,1,1,77,1,1,8,5,W,1,48,1,1,5500,5500,0,3,2,2,0,0,0,0,0,0,27.8057766,81.271,27.8057404,81.2832051,8/28/2017,10:41:56,1,CARPJ126,
819860340,2012,8/4/2012,1910,6,1,16,16130000,19.34,303,1,MI,E,"""SR-60                                             ""","""CR-630                                            """,1,MI,E,SR   60 ,        ,5,0,"""                                """,1,1,1,14,77,1,1,1,R,2,3,2,1,1,2,2,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,5,2,18,3,NA,24,1,3,NA,5,7,0,NA,      ,55,0,6900,36.8,45,14,14,20,1,2,2,77,3,6,1,E,1,38,1,1,14,14,1,1,0,0,0,0,11,1,E,1,57,1,1,600,600,0,3,2,2,0,0,0,0,0,0,27.8066516,81.3174483,27.8058129,81.2995437,8/28/2017,10:41:56,1,CARPJ126,
819979880,2012,2/27/2012,930,1,8,16,16470000,0.496,3769,0.04,MI,W,"""STATE ROAD 570                                    ""","""STATE ROAD 600                                    """,0.1,MI,E,SR  570 ,        ,5,0,"""                                """,1,1,2,15,4,3,1,1,R,S,6,1,1,1,1,2,1,1,0,0,0,0,1,0,0,1,0,0,5,5,0,5,12,3,1,1140,24,2,5,NA,8,3.5,0,40,      ,60,NA,23000,9.6,48,15,15,20,1,2,6,3,3,21,1,E,1,48,1,1,15,15,20,1,0,0,0,0,10,8,E,1,47,1,1,1000,1000,0,2,2,3,0,0,0,0,0,0,28.0279166,82.0403066,28.0309041,82.0402587,8/28/2017,10:41:56,1,CARPJ126,
819979960,2012,10/16/2012,100,2,8,16,16470000,10.46,3847,0.05,MI,E,"""SR 570 E/B                                        ""","""SR 700                                            """,0.3,MI,E,SR  570 ,        ,5,0,"""                                """,1,1,1,14,4,3,1,1,R,S,6,1,1,1,4,2,1,2,4,1,2,1,4,0,0,1,0,0,5,5,1,5,12,3,1,NA,36,2,3,NA,10,12,0,40,      ,60,NA,19800,9.6,45,15,15,20,1,1,3,8,3,5,1,E,2,50,1,1,14,14,20,1,1,3,8,3,12,77,E,1,52,2,1,210,210,0,2,2,2,0,0,0,0,0,0,28.0033766,81.8946216,28.0024475,81.8970042,8/28/2017,10:41:56,1,CARPJ126,
819979990,2012,11/16/2012,1340,5,8,16,16470000,0.835,3773,0.068,MI,E,"""STATE ROAD 570                                    ""","""AIRPORT ROAD                                      """,2,MI,W,SR  570 ,        ,5,0,"""LAKELAND                        """,1,1,1,33,77,3,1,1,R,S,6,1,1,1,1,2,1,1,0,0,0,0,1,0,0,1,0,0,5,NA,0,5,12,3,1,1140,24,2,3,NA,10,12,0,40,      ,60,NA,25000,9.6,48,33,33,20,1,2,4,3,3,21,1,E,1,36,1,1,NA,  ,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,   ,  ,  ,5300,300,5000,1,1,1,0,0,0,0,0,0,28.01117,82.0255599,28.0250862,82.0402291,8/28/2017,10:41:56,1,CARPJ126,
820340130,2012,1/23/2012,922,1,1,16,16000000,0,NA,0,  ,NA,"""GALLOWAY ROAD                                     ""","""SWINDELL ROAD                                     """,0,FT,S,        ,        ,5,52,"""LAKELAND                        """,1,1,2,14,77,1,2,1,NA,NA,4,2,3,1,1,2,1,1,0,0,0,0,1,0,0,1,0,0,6,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,      ,   ,NA,NA,0,0,14,14,20,1,1,4,3,3,0,4,N,4,46,1,1,14,14,0,1,0,0,0,0,0,1,N,  ,   ,  ,  ,0,0,0,1,1,2,0,0,0,0,0,0,28.0548716,82.0146933,28.054929,82.018903,8/28/2017,10:41:56,1,CARPJ126,
820595250,2012,2/10/2012,2020,5,1,16,16320000,7.429,777,0.045,MI,E,"""SR-400 EB                                         ""","""SR-700                                            """,1,MI,E,SR  400 ,I     4 ,5,0,"""                                """,1,1,2,14,4,1,1,1,R,2,1,1,1,2,4,3,1,1,0,0,0,0,10,0,0,2,0,0,1,1,0,5,11,1,1,1140,36,2,3,NA,8,12,0,66,      ,70,0,77500,14.7,35,14,14,20,1,0,0,0,0,0,6,E,  ,   ,  ,  ,14,14,1,1,0,0,0,0,2,1,E,1,23,1,1,2000,2000,0,1,1,2,0,0,0,0,0,0,28.0997999,81.9498033,28.0937777,81.9573416,8/28/2017,10:41:56,1,CARPJ126,
820626610,2012,12/9/2012,520,7,1,16,16320000,30.193,4538,0.581,MI,E,"""SR400 (I-4) WESTBOUND 56MM                        ""","""SR25 (US27)                                       """,1,MI,E,SR  400 ,I     4 ,5,0,"""                                """,1,3,1,1,77,2,1,1,M,M,1,1,1,1,5,2,1,1,0,0,0,0,1,0,0,1,0,0,1,NA,0,5,1,2,1,NA,36,2,5,NA,8,3,0,155,      ,65,0,103000,12.9,35,1,1,20,1,2,2,3,2,19,1,W,2,36,1,1,NA,  ,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,   ,  ,  ,15000,15000,0,1,1,1,0,1,0,0,0,0,28.2402868,81.6398568,28.2417491,81.63686,8/28/2017,10:41:56,1,CARPJ126,
821652760,2012,1/27/2012,0,5,1,16,16000000,0,NA,0,  ,NA,"""NORTH 11 TH STREET                                ""","""                                                  """,175,FT,W,        ,        ,5,46,"""Haines City                     """,2,1,2,36,4,3,2,1,NA,NA,5,3,2,1,1,2,1,2,4,77,2,1,4,0,0,77,0,0,6,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,      ,   ,NA,NA,0,0,0,0,20,0,1,3,3,3,0,5,0,2,43,1,1,NA,  ,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,   ,  ,  ,200,100,100,1,1,1,0,0,0,0,0,0,0,0,28.120051,81.62285,8/28/2017,10:41:56,1,CARPJ126,
822559780,2012,9/8/2012,520,6,1,16,16130000,16.34,4050,0.124,MI,E,"""SR60 EB                                           ""","""CR630                                             """,2,MI,W,SR   60 ,        ,5,0,"""                                """,1,1,1,25,77,2,1,1,R,S,3,1,1,1,5,2,1,1,0,0,0,0,1,0,0,1,0,0,1,NA,0,5,2,26,3,NA,24,1,3,NA,5,12,0,48,      ,65,0,7200,31.9,36,25,25,20,1,1,6,13,3,1,1,E,26,35,1,1,NA,  ,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,   ,  ,  ,500,500,0,1,1,1,0,0,0,0,0,0,27.8284799,81.3418649,27.8262129,81.3392548,8/28/2017,10:41:56,1,CARPJ126,
822582710,2012,2/17/2012,1454,5,1,16,16100102,0.26,4454,0.002,MI,E,"""US HWY 92 (SR-546/ W MEMORIAL BLVD)               ""","""INTERSTATE 4 (SR-400)                             """,20,FT,E,SR  546 ,        ,5,0,"""LAKELAND                        """,1,1,1,14,4,1,3,1,L,L,2,1,1,1,1,2,1,1,0,0,0,0,1,0,0,1,0,0,5,5,0,5,14,23,3,1140,24,1,NA,NA,9,0,0,6,      ,45,NA,9300,19.7,0,14,14,20,1,1,4,3,3,21,3,W,6,54,1,1,14,14,1,1,0,0,0,0,4,3,W,1,26,1,1,825,825,0,2,2,2,0,0,0,0,0,0,28.052,82.0151356,28.0521201,82.0154075,8/28/2017,10:41:56,1,CARPJ126,
827833650,2012,8/16/2012,0,4,1,16,16180000,13.063,1527,0.031,MI,N,"""U.S. HWY 27                                       ""","""HWY 544 E                                         """,900,FT,S,SR   25 ,US   27 ,5,0,"""UNINCORPORATED(HAINES CITY)     """,1,2,1,14,4,1,1,1,L,3,2,2,1,1,1,2,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,5,14,33,3,NA,36,1,3,NA,5,8,0,42,1D0000,60,1,29500,13.9,44,14,14,20,1,2,2,7,3,0,6,S,25,75,1,1,14,14,1,1,0,0,0,0,0,1,S,1,38,1,1,2100,2100,0,5,2,2,0,4,0,0,0,0,0,0,28.0782919,81.6487178,8/28/2017,10:41:56,1,CARPJ126,
828334520,2012,1/17/2012,1645,2,1,16,16020000,6.19,826,0.066,MI,W,"""SR 600  (US HWY 92)                               ""","""OLD DIXIE HWY                                     """,350,FT,W,SR  600 ,US   92 ,5,0,"""                                """,1,1,1,14,1,1,3,1,R,1,2,1,2,1,1,2,1,1,0,0,0,0,1,0,0,1,0,0,5,5,0,5,14,23,3,NA,24,1,3,NA,4,8,0,40,      ,55,1,24500,8.2,42,14,14,20,1,2,6,77,2,0,1,E,2,45,1,1,14,14,3,1,0,0,0,0,8,14,E,1,54,1,1,300,300,0,2,2,2,0,0,0,0,0,0,28.0478449,81.8596383,28.0477966,81.8596475,8/28/2017,10:41:56,1,CARPJ126,
828424860,2012,6/8/2012,815,5,1,16,16180000,23.359,1552,0.004,MI,S,"""SR 25                                             ""","""HOME RUN BLVD                                     """,20,FT,S,SR   25 ,US   27 ,5,0,"""                                """,1,1,1,14,1,1,3,1,R,1,2,3,1,1,1,2,1,1,0,0,0,0,1,0,0,1,0,0,5,5,0,5,14,30,3,NA,48,1,6,NA,4,2,0,42,      ,45,1,44834,8.4,33,14,14,20,1,1,4,3,3,14,1,N,2,70,1,1,14,14,16,1,0,0,0,0,6,1,N,1,46,1,1,2000,2000,0,2,2,2,0,0,0,0,0,0,28.224215,81.6468366,28.2250088,81.6452865,8/28/2017,10:41:56,1,CARPJ126,
828424990,2012,7/20/2012,1325,5,1,16,16320000,28.415,4514,0.361,MI,W,"""SR 400 MM 54 EB                                   ""","""SR 25                                             """,0,MI,NA,SR  400 ,I     4 ,5,0,"""                                """,1,1,1,29,88,4,1,1,R,3,1,1,1,1,1,2,1,1,0,0,0,0,1,0,0,1,0,0,1,NA,0,5,1,2,1,NA,36,2,3,NA,11,12,0,203,      ,70,0,77500,15.7,35,29,29,20,1,1,3,1,2,1,1,E,1,52,1,1,NA,  ,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,   ,  ,  ,3000,2000,1000,1,1,1,0,0,0,0,0,0,28.2248116,81.6601566,28.2253109,81.6593277,8/28/2017,10:41:56,1,CARPJ126,
828443870,2012,1/19/2012,250,4,1,16,16000000,0,NA,0,  ,NA,"""2929 OLD TAMPA HWY                                ""","""OLD TAMPA HWY                                     """,50,FT,N,        ,        ,5,0,"""                                """,1,0,2,15,4,88,1,1,U,U,9,3,1,2,4,2,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,      ,   ,NA,NA,0,0,15,15,20,1,0,88,88,3,21,1,E,  ,   ,  ,  ,14,14,20,1,1,4,3,3,14,8,W,  ,   ,  ,  ,1000,1000,0,0,0,2,0,0,0,0,0,0,28.0334933,82.0050566,0,0,8/28/2017,10:41:56,1,CARPJ126,
828526290,2012,4/16/2012,1026,1,1,16,16320000,3.891,730,0.098,MI,W,"""SR-400 WESTBOUND                                  ""","""KATHLEEN ROAD                                     """,1,MI,W,SR  400 ,I     4 ,5,0,"""                                """,1,1,1,14,4,1,1,1,L,3,1,1,1,1,1,2,1,1,0,0,0,0,1,0,0,1,0,0,77,77,0,5,11,1,1,1140,36,2,3,NA,12,12,0,66,      ,70,0,84000,14.5,34,14,14,20,1,1,6,1,3,21,6,W,25,44,1,1,14,14,1,1,0,0,0,0,12,1,W,1,70,1,1,1050,1050,0,2,2,2,0,0,0,0,0,0,28.0625766,82.0010116,28.0613302,82.0021075,8/28/2017,10:41:56,1,CARPJ126,
828573060,2012,5/14/2012,1137,1,1,16,16030000,21.801,79,0.095,MI,S,"""US 17 (SR 555)                                    ""","""91 MINE RD                                        """,500,FT,S,SR  555 ,US   17 ,5,0,"""                                """,1,1,1,14,4,1,1,1,L,1,2,1,1,1,1,2,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,5,14,23,3,NA,24,1,3,NA,4,8,0,41,      ,60,0,17600,9,35,14,14,20,1,2,6,77,3,13,6,S,25,66,1,1,14,14,1,1,0,0,0,0,3,1,S,1,90,1,1,3000,3000,0,3,2,2,0,0,0,0,0,0,27.9430149,81.7999449,27.9429904,81.7998143,8/28/2017,10:41:56,1,CARPJ126,
828620790,2012,2/8/2012,428,3,1,16,16000000,0,NA,0,  ,NA,"""DEEN STILL RD                                     ""","""MOORE RD                                          """,750,FT,E,        ,        ,5,0,"""                                """,1,1,1,13,77,1,1,1,NA,NA,4,2,1,1,5,2,1,1,0,0,0,0,12,0,0,1,0,0,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,      ,   ,NA,NA,0,0,13,13,20,1,0,0,0,0,18,1,W,1,48,1,1,NA,  ,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,   ,  ,  ,1250,1250,0,1,1,1,0,0,0,0,0,0,28.25892,81.9195283,28.258943,81.919915,8/28/2017,10:41:56,1,CARPJ126,
828715440,2012,4/19/2012,1746,4,1,16,16320000,28.415,4514,0.361,MI,W,"""SR400EB                                           ""","""MM 54.7                                           """,0,FT,NA,SR  400 ,I     4 ,5,0,"""                                """,1,1,1,29,88,4,1,1,R,S,1,1,1,2,1,2,1,1,0,0,0,0,10,0,0,2,0,0,1,NA,0,5,1,2,1,NA,36,2,3,NA,11,12,0,203,      ,70,0,77500,15.7,35,27,42,20,1,2,2,3,3,6,1,E,12,54,1,1,NA,  ,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,   ,  ,  ,6000,3000,3000,1,1,1,0,0,0,0,0,0,28.2326766,81.6489749,28.2253109,81.6593277,8/28/2017,10:41:56,1,CARPJ126,
